review_text,rating,sentiment
This item works great as expected without any issues. I would recommend this item for anyone in need. Good buy.,5.0,2
"Got this for my Galaxy S3 android phone. As with most all San Disk products, it is high quality and I don't expect any problems.",5.0,2
"While out and about in a photo shoot I had this card fail on me. Luckily I'm a backup freak and was just starting out for the day so I only lost a few pictures. Card completely died and had to be sent back to Sandisk for a replacement.The whole process took a little over a week and communication was excellent so 5 stars on sandisk support.I know about memory so I always have multiple cards available and if I'm out for an extended time, spread my work out over cards to minimize risk.What about the average person who throws all their data on this disk and looses precious memories. Sure  they are at fault for not backing up their data. Unless you are shooting HD videos though, chances are you're not going to fill this card up in a day.Unless you either need the storage for HD video or something or your data is not important I'd say it makes more sense to just get several  16GB cards equaling 64GB at roughly the same or less price depending on brand.Again Sandisk support was great and they even asked if I needed data retrieved. I can't recommend this card though.",2.0,0
"This is my first SanDisk card, I have a bunch of other brands.  I use this one in a tablet.  It works great!  Really love the lifetime warranty that's included. So far so good!",5.0,2
"Having used SanDisk before in my photography, I of course went to them when it was time to outfit my new Samsung Galaxy S3 with an internal microSD card. I spent the extra bucks over comparably ""no name"" Micro SD cards and bought this variant. I took quite a few pictures and even transferred an album from my computer so I coud show it to friends on the go.After less than two months, the SanDisk microSD card started acting up. It was not recognized, stopped, restarted, removed itself, reinstalled itself onto the phone - erratic behavior. Here is where I should have taken it out immediately and tried to recover anything I could before things hit the fan...unfortunately I waited too long and this morning, for no other reason than I turned my phone on, the card shows up as blank. Neither my Windows PC, nor my Mac, can even detect the card and yes, i tried two different adapters, and I tried the SanDisk recovery which ""found no recoverable files"" even though I checked all file type extensions.I've apparently lost all the pictures I had on there. To top it all off, my GF's cheap ""no name"" card has never had an issue in her exact same phone and keeps chugging along merrily.Paying a premium for a substandard product that fails in use after two months? No thanks. I'm going back to Lexar, which hasn't failed me yet. I'm also getting rid of all my SanDisk cards for my DSLR's, just in case. The fact that SanDisk is the first card thats ever failed on me, and a new card to boot, does not inspire confidence. Buy and use at your own risk.",1.0,0
Awesome storage. So much space. You just have to format it to the correct format for a phone. and walla you have a ton of space.,5.0,2
"With all the great reviews on this card, I picked this up for my Samsung Galaxy S III. Popped in the card, and I was happy taking pictures, saving files, and living life.Fast forward two months later, and all of a sudden, the card stops functioning. My phone won't read it any more. My computer won't read it either. Submitted a ticket to Sandisk. Hopefully I can get a replacement that actually works.Thank goodness I saved all my photos on Dropbox.",1.0,0
"I have purchased 2 of these cards.  I have attempted to use them in my GoPro HeroHD, Samsung Galaxy S4, Asus TF700, and in all of them they end up corrupting out of the blue with no warning.  I then have to perform a deep recovery to get the files.  I will never buy these Ultra models again.",1.0,0
"I formatted this card as NTFS...loaded it up with a bunch of my kids' favorite movie and TV shows. Transfers seem to be pretty speedy, even while playing HD content.",5.0,2
"I haven't done any formal benchmarks, but the device seems pretty slow. I haven't seen any real performance boost vs. my old card even on bulk file copies. I have another 8GB samsung card that may be a knockoff that performs noticeably better than this card.I'm using it anyway. I don't really have the time to return it or anything.",2.0,0
I started to have trouble with my card after about 3 months. I shall attempt to get a replacement and hopefully the new one lasts much longer.,3.0,1
"I didn't format the card 1st and it cost me my video. Don't do what I did; format the card then use it (Windows PC) I'm not sure if you have to format 1st when using MAC. I used a PNY SDHC 16gb card and it did just as good as the SanDisk and it cost about $15 less, I think that's the better way to go, you're getting the same results just not as long of video time.",3.0,1
"im using this card on my galaxy note 2 but it's slow, and phone constantly unable to read the card",2.0,0
I bought the Sandisk Ultra 32gb card for use in my Samsung smart phone.  Worked great for about 3 months.  Now the phone won't recognize the card & neither will my computer.  Just went unreadable one day.  Very disappointed in the reliability of this card.  Will contact Sandisk as it has a lifetime warranty.  Shall see if they'll stand behind their product.,1.0,0
My young kids all filled their tablets with games and needed some space.  These worked just fine.  I like SanDisk.  I would buy stock in their company but I am not a gambling man.  Good ratings on the transfer speed too might I add with it being a class 10.,5.0,2
"It's a memory card. You take pics, the card stores them. If this is too complex a concept, ask someone for help...",3.0,1
Sandisk quality has failed me. Moving on to another brand. I've had three of these memory cards fail on me in very short order.,2.0,0
I use it to put my music videos and movies on. Works great with my tablet and there is no stalling on the movies or videos.,5.0,2
"Lasted about 8 months of daily use in my Android phone. But yesterday it stopped performing writes and then failed altogether. While it was working, reads were incredibly fast and writes were pretty good as well.",3.0,1
"works as well as a SD card can i guess, but its not 64gb its (59.45GB) not like it really is all that big a deal but i just found it strange.",3.0,1
"I bought this for my Android phone and it kept stating ""media scanning"" over and over, even when the device was on or not even restarted. I thought it was the phone and was so annoyed. Then did a search and found that several others got a duds from this same batch off amazon. So not only did I pay for this, now I have a useless 32gb card that refuses to hold music on my phone, or anywhere else. I loaded a 4gb card in the same device and it only scans media when restarted and does not lag at all. The phone can hold up to 32 gb too. If you don't believe me, go onto the Sandisk message boards and look. It's a dud. So disappointing.",1.0,0
"I got this for my brand new Nokia Lumia 810, but there is some kind of problem, the card is horribly slow, I can't record HD video to it, it studders.  I've tried reformatting several times to no avail.  I didn't have any of these problems with my old 32gb class 4 sandisk card...  There are other people having this problem as well, seems hit or miss.  I can't recommend this card at this time for this reason.EDIT:  I've contacted SanDisk and they are RMAing the card.  I'll improve the rating if the new card corrects the problem.EDIT: Got the new card, problem still exists...EDIT: I've suffered with this card for a year now, the only problem is that I cannot take video without studders, so I figured maybe software updates would eventually fix the problem.  They have not.  I have used multiple different camera apps, and the problem still persists.",1.0,0
"Its a good Micro card, self explanatory, I haven't had any issues with it. Works for just about putting anything on it.",4.0,2
I bought a new phone and got this chip because it was the largest the phone would accept.  I keep a lot of pictures on it.  100% satisfied.,5.0,2
First of all Amazon has shipped the mobile version of this card. It is different that what was listed on the page. There goes a star for incorrect shipping. And the item has stopped working after a week in my Surface tablet.,2.0,0
Used it for my Samsung Galaxy Tab 2 10.1 tablet.  Stopped working after about 10 months without warnings.  My tablet now recognizes as blank or un-formatted card; my computers won't even recognize it at all!  I am still trying to recover some priceless photos of my kids since my last backup of the card...,2.0,0
"failed in one month.  Sandisk very promptly replaced, great customer service, and the new card seems to work ok.  I have read that there are some problems with the galaxy s3 so it may not have been the memory module's fault it failed.",3.0,1
"I got my memory card here instead of on the gopro site and saved some money. Its the same card and it works awesome. This card is about 7 hours of 720 @30 frames per second, or about 4 hours of 720@60 frames or 1080 @30 frames. In a gopro, you will be burning through batteries way before you could ever fill these cards. I prefer more, smaller cards. If a card dies, it is less of a catastrophe and you also dont pay that premium for the larger cards. However, If I do a LONG time lapse with a battery source, having a large card is nice to have.",5.0,2
"I bought this card, originally for my Galaxy Note II, with the intentions of using it as my primary downloader, but I could not get it to format correctly for the phone, even using third party format software.I then tried it in my Galaxy Tab2 7.0plus......same problems.I finally, and ridiculously, put the card in my Nikon D5100 camera. I could take a whopping 8k photos, on high/large settings (not that I would ever need to take that many photos in one session). This was the last option I had, to use the card.It worked well, taking photos of a holiday, and thankfully, it did not fail before I could get my photos onto a computer. Since then, I have inserted it back in the camera, and reformatted (like you always should), and bam, one photo is good, after that, failure, every single time. So now I have a 64GB card, that is capable of taking and storing ONE PHOTO at a time, before I must run a ""fix file system"" on my computer.Don't waste your money on this card, over priced, not really faster than the other cards I have, and zero longevity. This may be a one off, but I think it is a problem created by the proprietary format exFAT, that makes this card a loser, or more to the point, the poor customer who buys it.UPDATE JULY 2012After contacting sandisk, they have offered an RMA, but first they must verify that I have not tried to ""recover"" or ""wipe"" the data on the card, and I must ship it, at my expense, to Taiwan. I have since emailed them in reply to the requested information (date of purchase, photos of the card, packaging ect), and I told them that the data on their is my data, and if I could have accessed the card, I would have wiped it, why should I give them my information, stored on the card? That makes me less than happy, I am guessing that they want to discourage returns. Who would want to send data to a company, not knowing who will access it, and what they will do with the information contained? I would have wiped the card, but it was unreadable, unable to format, unable to do anything. I will send it to them, hoping that the information is destroyed, along with the bad card.Sandisk, you are asking a whole lot of your customers, and since this card has gone bad, I have had several other cards from them, go bad as well, seems to be a whole lot of cards being shipped that die in very short time periods. I used to love their products, and their older flash drives are great, still using a micro cruzer that is 6 years old, and going strong. I have not had one single microSD card, from this company, last more than three months, since I moved to the Philippines. Either they send their junk to the Philippines, or they have dropped QC from their business model, to create higher profit margins.**UPDATE 2**After emailing Sandisk, and expressing my displeasure with having to return the item, intact, so that they can ""assess"" the card, and look at/recover what ever personal information may have been stored on the card, they rescinded. I can only assume that they want to get the card back, to verify that it is bad, or make sure that you are not just trying to get a free card out of them, which I can understand. Instead of requiring me to send the card back to them, they asked that I cut the card, and send a photo of the ""destroyed"" card, so they could process a new card, to be sent to me, directly in the Philippines. I hammered them pretty hard in this review, and in the email I sent to them, regarding the bad card, and sometimes, you get results, in this case, I give them 5 stars for doing the right thing. I had no problem cutting the card, since it would not operate in any of my devices anyway, but I did have a problem returning the device, intact, with out knowing what information was stored on the card (banking, amazon account info, passwords, ect.) I would have just kept the card, destroyed it, and never bought another from sandisk. With their faith restoring gesture, I will not remove them from my list of companies to avoid. I just hope that they get better at QC. I returned another defective card to the retailer yesterday, only to find out that you MUST have the original packaging for a replacement. I was lucky to still have one of my packages, but since I bought several of the cards, I am not sure if I gave them the matching package for the card I returned.I would suggest that if you are like me, and have several devices (2 DSLR's, galaxy Tab2, galaxy Note 2, SII, LG-P920), that you find a way to mark each card/package, and keep the package, in the case that the card should go bad. I have had more than half of my sandisk 32gb cards, fail on me, in less than 6 months. I only buy them, because of the cards available in my area, these are the best, which is scary, with such a high failure rate.",1.0,0
"I got this to use in my Acer Iconia W510-1422. When I went to format it it only shows it as a 27GB. I put it in one of my other computers to double check. YUP oddly 27GB. Fluke? Miss representing? Did I get a bad unit? Not going to return because packaging is gone and not interested in paying for the return. It works, it is fast, no issues, but only 27GB.",2.0,0
"There's a lot of counterfeits on these, and I apparently picked up a bum card from MemoryWhiz. My device shows me there's a 32gb of space there; it just is impossible to gain access to it. Rather, the /sdcard folder is found on my device's internal memory (the memory that came with the device). I even downloaded some apps that were supposed to read and write from my SDCard, but they work even when I unmount the card and remove it. So check out these cards thoroughly when you buy them and make sure they're what they say they are. Naturally, SanDisk isn't going to stand by a counterfeit.",1.0,0
This card is extremely fast. In order to leverage its full capability your card reader and device must support UHS-I. However it is also very fast with class 10 devices.,5.0,2
"Have only transfered some pictures and music so far. My S3  Galazy had no problems recognizing the card...hear a lot of rumors about memory cards not working, having to format first, etc., but this one worked from me right out of the box.The included Adapter is also good when I want to use with my computer(s) for slide shows since MicroSDHC are not supported by many if any..just to small.",3.0,1
Bought it for my Surface Pro. I've had it in there for a few months and I've had no problems. Very fast and stable.,5.0,2
"Figured there was not going to be any issues with SanDisk; produce arrived in well packaged - removed it, formatted it on computer, and installed. Working fine!",5.0,2
I bought this microSD card to expand the storage on my Surface Pro - it works seamlessly and is easy to swap out - definitely a worthwhile purchase.,5.0,2
I wish I could install one of these in my head.  But I will have to settle for installing it in my brain.  The increased memory for my tablet has been great allowing me to use it for many things.,5.0,2
"This is a great card. The FPS with this card were incredible. I ended up needing more memory, so I bought the SanDisk 64 GB card.",3.0,1
"That card was in very special offer, and I kept a couple of them.So fast and affordable, what I have to say more: it's a SanDisk!",5.0,2
"I have to assume that the brand new 64gb SanDisk Ultra Class 10 SDXC card is responsible for the occasional video recording stutter/pausing that has happened since I started using it today.  Prior to that, never had an issue with my previous SanDisk SDHC card.  But today on its maiden trip, it has led each video (only 3-5 minutes long each) to have several performance issues that by default I have to attribute to the card since nothing else has changed and I've never had an issue in the four months that I've had my Galaxy Note 2.  No problems formatting this card though or installing/using it otherwise.",2.0,0
"than i expected. I don't know if it would kill any manufacturers to actually have a memory card or stick or device to actually HAVE Available the advertised capacity. Fortunately l learned that the advertised and actual available memory are TWO SEPARATE THINGS before i bought it, always scroll down and read the technical spec of a device or anything before you buy as that way ideally, your actually informed. Let the buyer beware, is more appropriate every day as most things are not exactly as they seem. And if it's food and cheap, it's likely cancer causing and don't feed your body and your car in the same place.",3.0,1
"This product works as described.  It's just not super quick.  I would recommend this product, especially, if you get it on sale.",3.0,1
Bought from BestBuy online the day it was announced. I have tested in my Sony Xperia Z Ultra and my 12inch Samsung Pro tablet.Both work fine. Shows 119GB available. Only issue I have is that I paid 199.99 for it :(Best Buy will most likely match this though.,5.0,2
"UPDATE 6/18/14: Well, I suppose nothing lasts forever. After almost a year, the card has gone bad. I use the card a lot in my smartphone - a T-Mobile Samsung Galaxy S3 (SGH-T999). All my photos, voice recordings, and downloads go on this card, and the downloads are transferred to my computer almost daily via USB cable. A few days ago, a video file I transferred to my computer refused to play correctly. No video, and the audio was skipping and squealing, which I recognize as the sound of a corrupted file. I thought maybe the transfer didn't complete; tried it again, same result. I tried to play the file right on the phone, and it didn't play on my phone! I knew there was a problem. I tried copying the video to my phone storage and playing it there, still no luck. Then I deleted the video and decided to download it directly to my phone, not the SD card - EUREKA. It played perfectly.I formatted the SDXC card twice - once from the phone and once through Windows - and tried the same test. Downloaded video file to the card, then to the phone. Same result both times - it wouldn't play on the SD card, but it did on the phone. All videos used to play perfectly on the SD card. Finally, I swapped out the card for my older, Sandisk Ultra 32GB Micro SDXC card. Like magic, it worked perfectly no matter what I played on it. So yeah, the 64GB card is dead. I should note that the card performed flawlessly for nearly a year up until a few days ago.Thankfully, Sandisk Ultra products like this carry an incredible Lifetime warranty - or 10 years for regions that don't recognize ""lifetime""; their Extreme line of cards raise that to 30 years! I've contacted their support for an RMA so I'll update this review as events unfold. If they replace it quickly, I'll bump this back up to 5 stars.ORIGINAL REVIEW:I'm using a Samsung Galaxy S3 smartphone. Sandisk Ultra Micro SD cards have never failed me, and this one's no exception. I used to have a 32gb card. They're fast and reliable and never corrupt data, which is more than can be said for some cheaper brands like PNY (those fail quite often). I can't wait to get the new 128GB model!",3.0,1
"I bought this on August of 2013.  As of April 2014 the card stopped functioning.  It can still be read, but the writing capability is gone.  That's less than one year.  I'm extremely disappointed in the longevity of this card.  My usage of it has been on my Galaxy S4.  I have about 40Gb of data in it.  Guess I'm going to have to look for another card that has a longer lifespan than this one.",1.0,0
"Im using this on my HTC Inspire 4G works well, copies extremely fast, and no lag on Video Camera App. Worked right out of the box when installed in my HTC and can now enjoy HD Video instead of pixelated youtube quality. SD Card Adapter works too; no problems. Extremely recommend for such an affordable yet genuine Micro SD Card.",5.0,2
I used to use an 8GB one n I recently upgraded to this one as I have bigger need. Put it into my mobile as soon as I got it n it works well. Quite easy to use n I use it for storing all my music/ pictures on my mobile n sometimes upload movies when I go on long drives. Sandisk is a great brand n its definitely worth it.,5.0,2
"I got this product exactly 1 month and 3 days ago. Prior to today, it was working fine. Out of nowhere, my Micro SD card can't be read anymore. I've tried several phones, and 3 different laptops (both OSX and Windows 7), and it doesn't even show up anymore. Be weary of the product. You may end up with a lemon.",1.0,0
And you wouldn't believe what Sandisk put me through to get a warranty replacement.  However I finally got the replacement and it has been working fine ever since.,3.0,1
"I was given this card in October to add to my new Samsung Galaxy S3. I was thrilled I copied a ton of music onto the card and used my phone as my mobile Ipod substitute, leaving my Ipod Classic on my desktop in its speaker system cradle.Everything worked fine until a couple of weeks ago. I started getting messages that seemed to say that I had removed and inserted the memory card. Of course, I hadn't touched it. Then a few days ago the phone told me that the card contained unsupported files and that I needed to reformat it. Well, I tried reformatting. After that, nothing. Nothing at all. I pulled the memory card, reset the phone. Reinserted the card. Nothing. I tried the card in the adapter on 3 computers. It wasn't even visible.I called Sandisk tech support. It didn't take terribly long to convince them that I had a problem. But they quickly offered me two 16 gb cards as a replacement. I literally laughed at them. I got the disturbing sense that this is something that they are required to try. If so, that's a lousy business practice. After bouncing me around a few time, they agreed to send me an RMA and a shipping label. I duly sent the card off a couple of days ago. To be frank, I have no idea at all when I might receive a replacement.If I weren't already in the grips of Sandisk, I would buy another card. The fact that 10% of the comments here are negative is an indication of a real quality control problem. A 10% fail rate is simply unacceptable for a product such as this.Update: Well, I do have to give Sandisk credit for customer support. I returned the card using the supplied UPS label on a Tuesday and I received a replacement by UPS on the following Monday. That's very good service. It does, however, increase my suspicion about the offer of two 16 gb because the 32 gb cards were ""out of stock."" If they were out of stock, they sure got ""in stock"" in a big hurry. In any event, I've upped my rating to two stars.",2.0,0
This little memory card is quite fast and it gives me a ton of expansion storage on my Galaxy S3. File transfers from the phone's internal storage or over a USB connection to my PC from the card when it it's in my phone are a lot faster than I anticipated. The included adapter for using the microcard in a PC SIM Card Slot doesn't work. I've tried reading the microcard using the full size SIM  adapter in three different PC's and had  no luck at all. I think the adapter is just junk.,3.0,1
"I use this with my Samsung Galaxy Player 4.2. Never had any issues, product works as described. I've been using it for almost a year and have almost used up all the space on it. I've never used the adapter with anything so I can't comment on that.",5.0,2
Its just an SD card. works as good as any other. I don't know what else to say about it.,4.0,2
"Gave it 4 stars because I don't know if the problem is the card or the phone.  I have an intermittant problem where the phone stops recognizing it.  But it's fast, and holds a lot.  I would recommend it.Update:  Had intermittant issues with my phone (galaxy s3).  Finally gave up the ghost completely, computer won't recognize it at all.  I don't think I had any important data on it.  I would take it up with SanDisk, as another reviewer indicated that they replaced his over issues in his phone, but my computer can't even recognize it to wipe it so I'm not sending it anywhere.",3.0,1
"It's a Micro SD card, it's 128 GB (which is amazing), and that's just about all I can say...  I do wish it was faster, because I've put 20-40GB virtual machine files on it and it took quite a while for them to copy.  I guess I'm used to SSD speeds.  But anyway, it adds a much-needed additional storage to my tablet.",5.0,2
"Purchased for use with a smartphone.  Works flawlessly, has given me much more space than I think I can use - but we'll see.  That's what I always say at the beginning.  It works without me noticing it is there so to me that is what I pay for.  I think this was a great price and I'm pleased with the purchase.",5.0,2
"I find this card seems to frequently stop working altogether and have to be reformatted, or simply re-seated. It's hard to know if this is the fault of the device I use it in (a cellphone), or the card itself, so I can't really hold that against it, but all I can say is that's been my experience with this card, and not others.",3.0,1
"It is exactly what it is advertised to be. Shipped fast, and I love the converter that comes with it so I can plug it into my computer.",4.0,2
Easy to use.non stick and bulit well.would buy again no question.hope it last longer than the last.only issue is it's longevity.Last one lasted less than 3 years.for that price it should last longer,4.0,2
"Monday, November 26, 2012I put this in the Galaxy S3 without formatting, restarted the phone and it showed 59.4g GB of space.  I transferred all the files from the old 16 GB card and then moved all my music to the card with the phone connected to my computer by the USB cord.  Still lots of space left and the various music players seem to see all the music.Tuesday, November 27, 2012The card didn't show up on the phone this afternoon.  No message, just no songs to play and no card according to everything I could check on the phone.  I restarted the phone and got a notification that the SD card was corrupt, needed formatting and that I would loose all data on the card.  I restarted the phone again, without formatting, and the card came up like it had never been missing.  I am writing this on Thursday, 11/29 and I have not had another issue with the card.December 6Well, I don't know what to think.  The card disappeared again and I reformatted it FAT32 in an attempt to fix the problem.  The whole point of getting this large card was to have my music on my phone and not have to stream it from the cloud.  I tried several music players and went with PowerAmp because of the good reviews and that I could specify the folder to play from.  So PowerAmp is looking for the folder /mnt/extSdCard/Music and playing the songs in all the subfolders.  It is PowerAmp that tells me that folder is not available.The card has gone missing one other time and restarting the phone fixed the problem.Today, PowerAmp would not play and when I got home I found the Music folder was gone.  I also had Ringtones folder and it was also gone.  Now, I may not be the sharpest saw in the shed, but I know I did not delete those folders.  The card had other folders but not those two so it had not been reformatted.I am starting to think the problem is with the Galaxy S3.  I had a 16 GB FAT32 card in this phone that had been in my previous HTC phone.  That card was not large enough to held my music so I don't know if it was disappearing or not.  I wish this combination of phone and 64GB card was more reliable but just don't know where the problem lies.I lowered the stars from 4 to 3 but I really don't know if the problem is with the card, the phone or both.  All I know is that they do not seem to be playing well together.December 7There was a notification on the phone this morning that the SD card was corrupted and needed to be formatted.  I restarted the phone several times and got the notification each time.  I reformatted the SD card using the phone, a step I don't think I have tried yet.December 8Another MINOR problem I have is that the message counter gets stuck on 1 when I have no new messages.  The only fix I have found is to restart the phone.  That happened this morning and I got the corrupted card message again, but restarted again and the card came up OK.December 11So, the files on the card keep disappearing.  The card is mounted and the phone shows the correct free memory but PowerAmp, and file directory programs do not see any files on the card.  I restart the phone and the files come back.  Very strange.  I played music on and off all day today without a problem and then this evening all the files disappeared again. Restarted the phone and all is well again.December 15My phone upgraded to 4.1.1 yesterday and the same issues remain.  It is a crap shoot as to if music will play.  I take a lot of photos and use the service Zenfolio to store and display them.  I have an app that syncs with Zenfolio and keeps a phone size version of the photos on my phone.  I set this app to store the photos on the Samsung SD card and have similar issues with it when the data on the phone goes away.  This morning the SD card came up as corrupt again after a restart to get the data back.  It took a total of 3 restarts to get the music and photos back.December 18I have been trying to play music stored on this card today and my phone has reset several times.  Very frustrating.  I ordered a SanDisk 32 GB Mobile microSDHC Flash Memory Card SDSDQ-032G-AFFP today for about $25.00 and I'll see if I have the same issues.  Very disappointing.December 28I purchased and installed theSanDisk 32 GB Mobile microSDHC Flash Memory Card SDSDQ-032G-AFFPand copied all the files from the 64GB card to the new 32GB card.  No formatting, no fuss, no muss.  I have not had a phone reset since, have played music through Bluetooth for hours in the car, have viewed photos.  Everything just works.  Half the memory but what I have is always available and the phone works, a good trade off.  I am still disappointed that the 64GB did not work with the SG3.  I have purchased aelago Mobile Nano II USB 2.0 microSDHC Flash Memory Card Reader (Black)to use the 64GB MicroSDHC card as a thumb drive.",2.0,0
I have nothing to use this device with. I ordered by mistake. I'm sure it's a great product but not for me.,2.0,0
"These cards worked flawlessly with the GoPro Hero 3+. Instead of opting for the bigger card, I got two smaller cards to start with. That way I could transfer data to my laptop while still using the other card. If you're wanting to do an un-assisted, large record, like a time-lapse, or something, opting for the bigger card is smart, but for my usage being able to swap back and forth was invaluable.So far, no hiccups or problems, even with the faster, more beefy shooting settings.",4.0,2
Worked for awhile and then android would blow chunks (unexpectedly removed).  Windows sometimes could not read them and just blew up explorer.  Formated FAT32 .... ect ect ect over and over.  I'm done with SanDisk.  I think the problem is the CLASS 10 part of these cards.  All other cards I have work fine and they are less than class 10.  Maybe this was a bad batch because my replacement card a few days later (from Amazon) did the same thing again.EDIT: Decided to pick up the card that was laying on my counter for the last 3 months and give things another try.  Still does not work in HTC Evo LTE or EVO 3D.  Finally got it working in Galaxy S3.  Still very frustrating.,3.0,1
"Great speed, great capacity, great price, and fits great in my HTC Evo Design 4G Android phone. I recomend it.",5.0,2
I am only giving this product 3 stars becuse I purchased this one as a replacement for a SanDisk micro SD card that kept having problems with.  I finally got tired of losing my data and ponied up the $20 odd dollars to just replace the darn thing.,3.0,1
"Pro:  &#9642;PriceCons:  &#9642;intially began to get card read errors on Samsung Note.  Right at 6 months it fails, lossing all my data.  Pictures, videos, documents, ect...  all gone.I shouldn't have cheaped out, I should have bought the samsung card.",1.0,0
"It works but the actual R/W speeds are 18/8 MB/s, not even Class 10. It should be marketed as ""Sandisk Basic"", not Sandisk Ultra"", unless they mean ultra slow. Now is 2014 and there is no excuse for such slow card from Sandisk.*** UPDATE ***I have redone the test with NotePro 12.2"" instead of using non UHS-I PC and the latest results are 32/8.6MB/s. Since the read speed hits 30, I believe the device is DHS-I ready. Still underwhelmed by the write speed though.",2.0,0
What can I say about this memory card other than that it worked when in my phone after the old one caused all manner of problems. It does the job it's supposed to.,5.0,2
"Still don't feel is very fast or is just my phone, I guess I will need to remove it and run some R/W tests. Still Its ok.",3.0,1
"I wanted to believe that those people who wrote bad reviews on memory cards were just unlucky. Well it sucks being one of them. I cannot get this card to format not matter what device, software or technique I use. The mistake I made was that I didn't use the card right away to see if it was good -I thought, its a memory card, what could go wrong. Now I'm out of the US and returning it is not economically sensible. I don't know if it's quality control, but this card simply cannot work in any reader, device, with or without adapter (write protection off on the reader of course). The card shows up on devices, may even show data being copied then when you refresh, nothing has happened. All formatting software says it's write protected and nothing I do can remove it. Why would a new card come write protected anyway?  Very disappointing, especially since I lost data from my phone.",1.0,0
I bought this to change my nook to android and boot off it. It's fast and reliable for daily use.,5.0,2
I bought this memory card to replace a 4gb memory card in a ZTE valey phoneand it works great.,5.0,2
"I bought this a little under a year ago to use with my laptop. Worked just as advertised for much of that time until it stopped letting me write or delete stuff from it (could read just fine). I couldn't even format it. So it kinda just sat there for a while. After trying to format it a number of different ways, I finally contacted sandisk, and they said they will send me a replacement free of charge. I would have maybe given this a lower rating, but the customer service from sandisk made up for the faulty card. I am just glad it fell under a warranty period (I think). Had the card not failed, I would have given five stars. If sandisk wouldn't replace it, would have given one star. Hopefully the latter doesn't happen to you",3.0,1
Um nothing much to really say about it . The adapter for it works but I gave it 3 stars because it goes in n out sometimes,3.0,1
"The item arrive in time, but was unfortunately defective as it would not accept a copy operation. Further investigation led to discovering the card had bad sectors. Refund is progressing without a hitch however, so not all was lost.",2.0,0
As advertised this guy holds some serious stuff in its innards. Solves my issues and is quite speedy. Would suggest.,5.0,2
"I've requested a replacement, so I'll update this review after I receive a replacement.  But the first card I got, it could be read, but every time I put it into the computer, it said there were errors with it.  It couldn't repair the errors.  I couldn't even format it using a command prompt to try and get it to work.  I could create folders on the card, but not put anything into them or onto the card other than folders.  I tried many many things and nothing worked.  I know SanDisk makes decent products, so I will change the review later.",1.0,0
Worked once I was able to find a system to format it.Second card from SanDisk that was sent to me unformatted.They need to get their act together...,2.0,0
"This card is fast! And cheap!  I used it on my Canon S100 Camera to shoot raw format pictures and 1080 video and it worked flawlessly.  I'm currently using it on my old Mytouch phone for storage.Great product, great price.",4.0,2
It stores data and does a good job at it. What else can you say about something that has become so common place in today's world?,3.0,1
"Reliable and inexpensive. However, it's quite slow, far, far slower than the 64GB samsung pro microsdxc. The Samsung works well for interactive use while I would only use this Sandisk card for applications where speed isn't important.",3.0,1
"It is exactly what it is advertised to be. Shipped fast, and I love the converter that comes with it so I can plug it into my computer.",4.0,2
"I am using it my camera instead But if you want it on a sum sung, this isn't the one to buy.",3.0,1
"Have only transfered some pictures and music so far. My S3  Galazy had no problems recognizing the card...hear a lot of rumors about memory cards not working, having to format first, etc., but this one worked from me right out of the box.The included Adapter is also good when I want to use with my computer(s) for slide shows since MicroSDHC are not supported by many if any..just to small.",3.0,1
The card was good.  Haven't had a problem with it yet.  Good price.  Fit the product I bought it for.,3.0,1
I got this for my 3 year old's Nabi. I can put tons of movies and tv shows on this thing and keep her entertained for hours. For the price it's hard to beat.,5.0,2
"I was using mine in a GoPro Hero 3.  The card just broke for no reason.  There is controversy weather its the GoPro or SanDisk, but after doing some Google research it seems that its more of SanDisk's fault as these SD cards also fail (or used to) in varies Samsung devices (phones / tablets).  Amazon sent me a replacement, so no harm done, but for the money you would expect something top notch.GoPro users (on the support forums) recommend getting 2x32GB SD cards, which have not had any issues as far as anyone knows.  The worst part is losing important content, I was lucky, I copied my movies from the SD card onto a HD on my PC.  Others not so lucky.",1.0,0
my slr has sd cards that take time for the next click thought this would solve the problem as it says its faster and a way better product but i don't see that happening.,3.0,1
"It may be that the internal SD slot of the 2012 Mac Book Air is not too fast perhaps?  I am very disappointed that I can only achieve 4-9 MB/s of write/read speed.  Makes me remember speeds of 5 years ago.  Again, this may be the computer's fault, but I am not too happy...",3.0,1
It writes according to SanDisk app test only with the speed of 16mb/second. I have expected a little more than that.,3.0,1
I am having some trouble with it in my cell phone (Motorola Triumph)  Music player has not been reliable since I loaded songs on it.  Not sure if it is the card or my phone and it is not a consistent problem.  I need to try it on a few other devices.,3.0,1
"forget loading this into your cart.  a one day pause and this junk went up 16.99, in ONE DAY.  I don't give money to aXXholes.",1.0,0
