review_text,rating,sentiment,cleaned_text
I have used and tested this memory card on GoPro Hero3 Black Edition and everything works great. No problem at all.,5.0,2,have used tested this memory card gopro hero3 black edition everything work great no_problem
"If you were looking for a class 10 microsd card in order to DIRECTLY transfer files from your PC to your phone the fastest way possible you can go with a cheaper class 4 instead of this one. The speed is not much different than other class 4 microsd cards I've had. It's very far from the 30mb/s they promise, I got only about 4.5mb/s AT MUCH, and after a few minutes it's downhill from there. I tested on both windows and linux and didn't see a difference. Luckily there's not a lot of difference in price between a high quality class 4 and this one but then again, maybe I didn't look at the class 4 the way I should have since I was focused on getting a class 10. Oh well, you've been warned. Don't expect magic from this card.UPDATE 12/11/2013: Sandisk proactively answered this review to ask me to contact them. The reason I didn't contact them first it's because you usually receive slimy answers from this tech support and hardly any solution or help. It is indeed a waste of time. After sandisk comment I contacted them through one of their live chat agents and this is the interchange. My suspicious were confirmed and I indeed wasted my time:Daniel S.: Hello, thank you for contacting SanDisk. My name is Daniel S.. Please give me a moment while I look into your question.fer da: heyfer da: i just got this answer from sandisk:  http://www.amazon.com/review/R3EMA7XPN7IDZD/ref=cm_cd_notf_message?ie=UTF8&cdForum;=FxFNZEI17MH7ND&cdPage;=1&cdThread;=Tx7VKC9UPWNI9X#Mx3FKEEV0WIILE3Daniel S.: Please tell me what is written on the face of the memory card?fer da: never thought of contacting you because i thought i was just going to waste my time, but it was nice to be contacted proactively by youfer da: okfer da: the same thing as the one on the picturefer da: sandisk ultrafer da: microsdhc Ifer da: 32gbDaniel S.: Please allow me a moment.fer da: will you need more info from the card?Daniel S.: The Sandisk Ultra card is a UHS-I card and provides optimum performances when used with a UHS-I enabled device or card reader.fer da: my phone is off.. lolfer da: it says that it is a class 10 card, i bought it because of the promise of better speeds than the regular class 4 when using it with my phoneDaniel S.: I would like to inform you that you will get the minimum read speed of 10 mbps on a UHS-I enable device as the card is built on the UHS-I technology.fer da: and write speeds?fer da: i'm getting like 4mb/sfer da: a far cry from the 30 MB/s2 promisedDaniel S.: I would like to inform you that so I said the card is built on the UHS-I technology it will give the optimum speed with an UHS-I enable device.Daniel S.: You will get the minimum write speed of 10 mbps with an UHS-I enable device.fer da: okfer da: waste of time confirmedDaniel S.: I would like to inform you that if you'll use this card with an UHS-I enable device it will give you the optimum speed as it's promise.Daniel S.: Is there anything else I may assist you with?***removed one star because of the sliminess of contacting me via amazon to show ""sandisk cares"" but not really offering any real support when contacted.",2.0,0,were looking class microsd card order directly transfer file phone fastest way possible can cheaper class instead this one speed not_much different class microsd card have had far 30mbs promise got 4.5mbs much minute downhill tested window linux did not_see difference luckily not_a lot difference price between high quality class this one maybe did not_look class way should have since was focused getting class 10. well have been warned not_expect magic this card.update 12112013 sandisk proactively answered this review ask contact reason did not_contact first because usually receive slimy answer this tech support hardly_any solution help indeed waste time sandisk comment contacted one live chat agent this interchange suspicious were confirmed indeed wasted time aniel hello thank contacting sandisk name daniel please give moment look question.fer heyfer got this answer sandisk notf message ieutf8cdforumfxfnzei17mh7ndcdpage1cdthreadtx7vkc9upwni9xmx3fkeev0wiile3daniel please tell written face memory card fer never_thought contacting because thought was going waste time was nice contacted proactively youfer okfer same thing one picturefer sandisk ultrafer microsdhc ifer 32gbdaniel please allow moment.fer will need info card daniel sandisk ultra card uhsi card provides optimum performance used uhsi enabled device card reader.fer phone lolfer say class card bought because promise better speed regular class using phonedaniel would like inform will get minimum read speed mbps uhsi enable device card built uhsi technology.fer write speed fer getting like 4mbsfer far cry mbs2 promiseddaniel would like inform said card built uhsi technology will give optimum speed uhsi enable device.daniel will get minimum write speed mbps uhsi enable device.fer okfer waste time confirmeddaniel would like inform will use this card uhsi enable device will give optimum speed promise.daniel anything else may assist removed one star because sliminess contacting via amazon show sandisk care not_really offering real support contacted
"Ordered this from Amazon and was expecting it to work perfectly like my other 32GB sandisk (in my galaxy s4). However, I was really disappointed that upon placing it in my note 10.1 2014 edition the card become unrecognizable. I tried reformatting on the computer, on the phone, and yet, no prevail. It could be the firmware or current update of android, but the point is that, if other companies can make a card that works, why not do the same? Maybe I got a bad batch, who knows...I went ahead and ordered the G.Skill microsd card and now it's working perfectly. I'm s",1.0,0,ordered this amazon was expecting work perfectly like 32gb sandisk galaxy however was really disappointed upon placing note 10.1 2014 edition card become unrecognizable tried reformatting computer phone yet no_prevail could firmware current update android point company can make card work not_do same maybe got bad batch know ... went ahead ordered g.skill microsd card working perfectly
"awesome! Worked well with the Surface 2 tablet.I later return the Surface 2 tablet , since it didn't seem like that I needed it but I made sure to take out the memory card :)Never had any issues with it though when I had it.",5.0,2,awesome worked well surface tablet.i later return surface tablet since did not_seem like needed made sure take memory card never_had issue though had
This may be the worst memory card I've ever purchased - and I have bought a lot of card over the years - wish I had just stuck with my ADATA cardsFirst issue - I lost a bunch of photos - they just did not exist at all - it was as if I never took them  - but since there was a large gap in the file names I know for sure I didOf 200 photos taken about 40 in the middle just disappearedi could not even recover them using a deep scan toolI've been shooting digital since the mid 90s and this is the first time anything like this has ever happenedThen there is the cheesy SD adapter - the switch was so loose it switched to locked while I was taking pictures.Luckily the camera warned me that the card was read only - after having already taken a bunch of shots that has saved without issueFinally I figured I could just use these in my Samsung phones - no such luck - the second I put them in and took a photo I got an error that it could not right to the card and I could no longer see the 8gig of photos that were on itYes this may be a know issue with the cards - I see a review mentioned that - and I see that SanDisk will replace them - but they cannot replace the photos I lost - so keep that in mind when considering this card - I will,1.0,0,this may worst memory card have ever purchased have bought lot card year wish had stuck adata cardsfirst issue lost bunch photo did not_exist was never_took since was large gap file name know sure didof 200 photo taken middle disappearedi could not_even recover using deep scan toolive been shooting digital since mid this first time anything like this has ever happenedthen cheesy adapter switch was loose switched locked was taking pictures.luckily camera warned card was read already taken bunch shot has saved without issuefinally figured could use samsung phone no_such luck second put took photo got error could not_right card could no_longer see 8gig photo were ityes this may know issue card see review mentioned see sandisk will replace can not replace photo lost keep mind considering this card will
"I dunno if it's a bad copy or what but When I try to transfer files like 2GB or 3GB it doesn't copy! It ejects itself and then mounts itself again. I had to transfer all my songs from my PC through Airdroid which was a pain in the a$$ I can't transfer movies from my PC and by the way I tried formatting it and checking for some errors but same issue but I can move smaller files like 20MB or soVery disappointing especially for such price!UPDATE: Now I have more problems! My phone tells me every now and then that the ""SD card was unexpectedly removed"" and I tried on other phones with the same problem",1.0,0,not_know bad copy try transfer file like 2gb 3gb does not_copy ejects mount had transfer song airdroid was pain can not transfer movie way tried formatting checking errors same issue can move smaller file like 20mb sovery disappointing especially price update have problem phone tell every card was unexpectedly removed tried phone same problem
"Bought October 7th. Passed away December 23rd. RIP.I didn't really even use it because of the built in storage on my GS3. I had about 15 gb of music and movies on it, but only for when I was unexpectedly bored and without my zuneHd. On to the next brand I guess.",1.0,0,bought october 7th passed away december 23rd rip.i did not_really even use because built storage gs3 had music movie was unexpectedly bored without zunehd next brand guess
"Got this for my Samsung 3.  After 4 months, was no longer accessible - first message I got on the phone was that there was an unformatted Sd card installed.  Next, it wouldn't even recognize the card was in there.  I inserted a different card, and the phone was able to recognize it and play music off it - - so, not the phone.  I also tried having my desktop read the card - - no go there either....",1.0,0,got this samsung month was no_longer accessible first message got phone was was unformatted card installed next would not_even recognize card was inserted different card phone was able recognize play music not_the phone also tried desktop read card no_go either ...
"I can say that SanDisk is one of the best company in the fields of electronics and Digital Cameras, but I am very dissapointed of this Memory Card.The card memory is only 25GB and the speed is 14MB/s which is not as advertised.I gave it to my dad to use it on his phone and I started to use the Sony 32GB MicroSD. I can say that it works perfectly: the storage is 32GB and the speed is 43MB/s.Buy it now: http://amzn.to/1iGqMVm . This is the exact link I used to buy mine.",1.0,0,can say sandisk one best company field electronics digital camera dissapointed this memory card.the card memory 25gb speed 14mbs not_as advertised.i gave dad use his phone started use sony 32gb microsd can say work perfectly storage 32gb speed 43mbs.buy this exact link used buy mine
"Sadly I missed the return window by a couple of days.  this card got flaky in my galaxy note 2, a little google research and it appears this is a very well known and widespread issue with these class 10 32gb cards.  Avoid until it's fixed.",1.0,0,sadly missed return window couple day this card got flaky galaxy note little google research appears this well known widespread issue class 32gb card avoid fixed
I purchased this product a few months back as a replacement for another 32GB Sandisk memory card that wasn't even a year old that ceased to work. After using this memory card for a few months I started having the same problem where the card randomly stops working or is not even recognized by my Galaxy S3 phone. I tried plugging it into my computer with the provided adapter and it seldom gets recognized. This card is not worth the money for it will not last. Buy PNY or any other brand. Sandisk has lost a customer.03/12/2013 - Amazon.com rocks! They refunded the full amount of the purchase! Kudos to them!,3.0,1,purchased this product month back replacement another 32gb sandisk memory card was not_even year old ceased work using this memory card month started same problem card randomly stop working not_even recognized galaxy phone tried plugging computer provided adapter seldom get recognized this card not_worth money will not_last buy pny brand sandisk has lost customer.03122013 amazon.com rock refunded full amount purchase kudos
"this card would not show 64 GB until i spent $60 on a card reader that supports sdxc, and after doing that, it is transferring at class 1 speed. i managed to get it formatted in FAT32 with 59 GB free for my Cowon J3, but it's taking 10 hours to transfer 30 GB to it. i got a refund because this is not the service and quality i paid for. i just hope the music lists on my PMP when i turn it on tomorrow. i have it in the microSDXC slot of the AFT PRO-57U, which is connected to a Syba VIA VL800 USB 3.0 card. feel free to tell me i am doing it wrong and how to get class 10 speed.UPDATE: the transfer finished, but the data does not show in my Cowon J3, so the early versions that worked are gone. do not buy these for a device that is not SDXC specific because they have changed something in them.",2.0,0,this card would not_show spent card reader support sdxc doing transferring class speed managed get formatted fat32 free cowon taking hour transfer got refund because this not_the service quality paid hope music list pmp turn tomorrow have microsdxc slot aft pro57u connected syba via vl800 usb 3.0 card feel free tell doing wrong get class speed.update transfer finished data does not_show cowon early version worked are gone not_buy device not_sdxc specific because have changed something
"I bought this with Costco Black Friday deal and started using just a couple of days ago.  Today when I was transferring video files from my phone to the card, I wasn't able to because it stopped half way.  Now, nothing can be written on it.It was purchased from Costco, so it's not a fake Microsdhc card.  I tested it out its authenticity with an app on Google Play and verified that it's real too.  Still, it's a piece junk.  What is Sandisk doing to its reputation?I would advise shopper to choose other brands over this.  Surely, it's cheap; but would you rather lose all of the important files that you store in it?",1.0,0,bought this costco black friday deal started using couple day ago today was transferring video file phone card was not_able because stopped half way nothing_can written it.it was purchased costco not_a fake microsdhc card tested authenticity app google play verified real still piece junk sandisk doing reputation would advise shopper choose brand this surely cheap would rather lose important file store
in my Samsung note 2. fast no delays. transfers data in fon and to pc immediately. Good value for a top rated card.,5.0,2,samsung note fast no_delays transfer data fon immediately good value top rated card
"This product sucks.  My phone keeps giving me a ""card removed"" please re-insert or something like that! Only to find out that they do have that problem (32gb sd's and higher micro sd card ultra class 10).  Complained to company and it's taking forever for them to ship me a new one.  Many mistakes happened with my new items and inconvenient.  Better to have just returned it with ""Amazon"" got the money back and bought a different one!!!  Company sucks! you would think Sandisk is a reputable name but "":$)($)(*. I bought 2 cards from them 32g and 64g and both have problems.",3.0,1,this product sucks phone keep giving card removed please reinsert something like find have problem 32gb higher micro card ultra class 10. complained company taking forever ship new one many mistake happened new item inconvenient better have returned amazon got money back bought different one company sucks would think sandisk reputable name bought card 32g 64g have problem
"Trusted SanDisk for years.  No issues, works great.  Does exactly what is needed.  I use SanDisk in all my camera and phone gear.",5.0,2,trusted sandisk year no_issues work great does exactly needed use sandisk camera phone gear
its ffast light weight.. great price nothing to say here.. just a memory carduse it for my gopro hero 3 black,5.0,2,ffast light weight great price nothing_to say memory carduse gopro hero black
"Worked great in my galaxy s4--until it didn't work at all for some unknown reason. Used it for about 4 months before it crapped out. BACK UP YOUR DATA WITH ALL THESE THINGS, THOUGH....",3.0,1,worked great galaxy s4until did not_work unknown reason used month before crapped back data thing though ...
"I got this to allow me to store and move movies and photos.  It holds a lot and playing videos straight from the card works fine.  So, it does what I needed it to do.  You generally can't go wrong with genuine SanDisk products.",5.0,2,got this allow store move movie photo hold lot playing video straight card work fine does needed generally can not wrong genuine sandisk product
"the price is good, it worked as expected, there is not much more to say about it. Have not tested the adapter.",5.0,2,price good worked expected not_much say have not_tested adapter
"If your card gets hot enough to be painful, it is defective and you need to contact SanDisk!From my experience, the larger micro SDs run hot on format and writing, but not to the pain threshold!I purchased one of these cards to use in a camera and Android tablet.  Great read speed but write speed was okay.  Used card for about two weeks and then all my files disappeared!  Tried to format the card and three different computers with XP, Windows, and Linux couldn't format it.  The camera and tablet couldn't format it.  I RMA'd it and got another because SanDisk is a good brand.  I did notice that when formatting or writing the card it got hot, very hot.Second card didn't last 24 hours and had the exact same symptoms as the first card.  Write a file or format it resulted in the card getting hot enough to reach the pain threshold.  I called up SanDisk and while explaining this was the second card I'd received with the exact same symptoms, when I mentioned it getting hot, they immediately issued me an RMA.  They said they were told to issue an RMA the moment they heard a card ran hot.Smaller SanDisk micro SD's or regular SD's I have or use don't do this.  I think SanDisk has an issue with this card.The last 4 digits of the part number refer to the date code and origin of the card.  Both cards had different date and origin codes.",1.0,0,card get hot enough painful defective need contact sandisk experience larger micro run hot format writing not_to pain threshold purchased one card use camera android tablet great read speed write speed was okay used card two week file disappeared tried format card three different computer window linux could not_format camera tablet could not_format rmad got another because sandisk good brand did notice formatting writing card got hot hot.second card did not_last hour had exact same symptom first card write file format resulted card getting hot enough reach pain threshold called sandisk explaining this was second card would received exact same symptom mentioned getting hot immediately issued rma said were told issue rma moment heard card ran hot.smaller sandisk micro regular have use not_do this think sandisk has issue this card.the last digit part number refer date code origin card card had different date origin code
It failed after about one year of using on a samsung Galaxy s4. Now I contacted Sandisk for a potential replacement. I can't format it or do anythin wiith it.,1.0,0,failed one year using samsung galaxy contacted sandisk potential replacement can not format anythin wiith
"Have had no issues and does what is advertised.  Very handy.  Quite happy. :)I've used it with:  Windows 7, Mac OS X.Formatted as: FAT32 and NTFSVery good card. :)",4.0,2,have had no_issues does advertised handy quite happy have used window mac x.formatted fat32 ntfsvery good card
"I find this card seems to frequently stop working altogether and have to be reformatted, or simply re-seated. It's hard to know if this is the fault of the device I use it in (a cellphone), or the card itself, so I can't really hold that against it, but all I can say is that's been my experience with this card, and not others.",3.0,1,find this card seems frequently stop working altogether have reformatted simply reseated hard know this fault device use cellphone card can not really hold can say been experience this card not_others
This item works great as expected without any issues. I would recommend this item for anyone in need. Good buy.,5.0,2,this item work great expected without issue would recommend this item anyone need good buy
"Got this for my Galaxy S3 android phone. As with most all San Disk products, it is high quality and I don't expect any problems.",5.0,2,got this galaxy android phone san disk product high quality not_expect problem
"While out and about in a photo shoot I had this card fail on me. Luckily I'm a backup freak and was just starting out for the day so I only lost a few pictures. Card completely died and had to be sent back to Sandisk for a replacement.The whole process took a little over a week and communication was excellent so 5 stars on sandisk support.I know about memory so I always have multiple cards available and if I'm out for an extended time, spread my work out over cards to minimize risk.What about the average person who throws all their data on this disk and looses precious memories. Sure  they are at fault for not backing up their data. Unless you are shooting HD videos though, chances are you're not going to fill this card up in a day.Unless you either need the storage for HD video or something or your data is not important I'd say it makes more sense to just get several  16GB cards equaling 64GB at roughly the same or less price depending on brand.Again Sandisk support was great and they even asked if I needed data retrieved. I can't recommend this card though.",2.0,0,photo shoot had this card fail luckily backup freak was starting day lost picture card completely died had sent back sandisk replacement.the whole process took little week communication was excellent star sandisk support.i know memory always have multiple card available extended time spread work card minimize risk.what average person throw data this disk loos precious memory sure are fault not_backing data unless are shooting video though chance are are not_going fill this card day.unless either need storage video something data not_important would say make sense get several 16gb card equaling 64gb roughly same less price depending brand.again sandisk support was great even asked needed data retrieved can not recommend this card though
"This is my first SanDisk card, I have a bunch of other brands.  I use this one in a tablet.  It works great!  Really love the lifetime warranty that's included. So far so good!",5.0,2,this first sandisk card have bunch brand use this one tablet work great really love lifetime warranty included far good
"Having used SanDisk before in my photography, I of course went to them when it was time to outfit my new Samsung Galaxy S3 with an internal microSD card. I spent the extra bucks over comparably ""no name"" Micro SD cards and bought this variant. I took quite a few pictures and even transferred an album from my computer so I coud show it to friends on the go.After less than two months, the SanDisk microSD card started acting up. It was not recognized, stopped, restarted, removed itself, reinstalled itself onto the phone - erratic behavior. Here is where I should have taken it out immediately and tried to recover anything I could before things hit the fan...unfortunately I waited too long and this morning, for no other reason than I turned my phone on, the card shows up as blank. Neither my Windows PC, nor my Mac, can even detect the card and yes, i tried two different adapters, and I tried the SanDisk recovery which ""found no recoverable files"" even though I checked all file type extensions.I've apparently lost all the pictures I had on there. To top it all off, my GF's cheap ""no name"" card has never had an issue in her exact same phone and keeps chugging along merrily.Paying a premium for a substandard product that fails in use after two months? No thanks. I'm going back to Lexar, which hasn't failed me yet. I'm also getting rid of all my SanDisk cards for my DSLR's, just in case. The fact that SanDisk is the first card thats ever failed on me, and a new card to boot, does not inspire confidence. Buy and use at your own risk.",1.0,0,used sandisk before photography course went was time outfit new samsung galaxy internal microsd card spent extra buck comparably no name micro card bought this variant took quite picture even transferred album computer coud show friend go.after less two month sandisk microsd card started acting was not_recognized stopped restarted removed reinstalled onto phone erratic behavior should have taken immediately tried recover anything could before thing hit fan ... unfortunately waited long this morning no_other reason turned phone card show blank neither_my window nor_my mac can even detect card yes tried two different adapter tried sandisk recovery found no_recoverable file even though checked file type extensions.i have apparently lost picture had top gfs cheap no name card has never_had issue exact same phone keep chugging along merrily.paying premium substandard product fails use two month no_thanks going back lexar has not_failed yet also getting rid sandisk card dslrs case fact sandisk first card ever failed new card boot does not_inspire confidence buy use risk
Awesome storage. So much space. You just have to format it to the correct format for a phone. and walla you have a ton of space.,5.0,2,awesome storage much space have format correct format phone walla have ton space
"With all the great reviews on this card, I picked this up for my Samsung Galaxy S III. Popped in the card, and I was happy taking pictures, saving files, and living life.Fast forward two months later, and all of a sudden, the card stops functioning. My phone won't read it any more. My computer won't read it either. Submitted a ticket to Sandisk. Hopefully I can get a replacement that actually works.Thank goodness I saved all my photos on Dropbox.",1.0,0,great review this card picked this samsung galaxy iii popped card was happy taking picture saving file living life.fast forward two month later sudden card stop functioning phone will not_read computer will not_read either submitted ticket sandisk hopefully can get replacement actually works.thank goodness saved photo dropbox
"I have purchased 2 of these cards.  I have attempted to use them in my GoPro HeroHD, Samsung Galaxy S4, Asus TF700, and in all of them they end up corrupting out of the blue with no warning.  I then have to perform a deep recovery to get the files.  I will never buy these Ultra models again.",1.0,0,have purchased card have attempted use gopro herohd samsung galaxy asus tf700 end corrupting blue no_warning have perform deep recovery get file will never_buy ultra model
"I formatted this card as NTFS...loaded it up with a bunch of my kids' favorite movie and TV shows. Transfers seem to be pretty speedy, even while playing HD content.",5.0,2,formatted this card ntfs ... loaded bunch kid favorite movie show transfer seem pretty speedy even playing content
"I haven't done any formal benchmarks, but the device seems pretty slow. I haven't seen any real performance boost vs. my old card even on bulk file copies. I have another 8GB samsung card that may be a knockoff that performs noticeably better than this card.I'm using it anyway. I don't really have the time to return it or anything.",2.0,0,have not_done formal benchmark device seems pretty slow have not_seen real performance boost vs. old card even bulk file copy have another 8gb samsung card may knockoff performs noticeably better this card.i using anyway not_really have time return anything
I started to have trouble with my card after about 3 months. I shall attempt to get a replacement and hopefully the new one lasts much longer.,3.0,1,started have trouble card month shall attempt get replacement hopefully new one last much longer
"I didn't format the card 1st and it cost me my video. Don't do what I did; format the card then use it (Windows PC) I'm not sure if you have to format 1st when using MAC. I used a PNY SDHC 16gb card and it did just as good as the SanDisk and it cost about $15 less, I think that's the better way to go, you're getting the same results just not as long of video time.",3.0,1,did not_format card 1st cost video not_do did format card use window not_sure have format 1st using mac used pny sdhc 16gb card did good sandisk cost less think better way are getting same result not_as long video time
"im using this card on my galaxy note 2 but it's slow, and phone constantly unable to read the card",2.0,0,using this card galaxy note slow phone constantly unable read card
I bought the Sandisk Ultra 32gb card for use in my Samsung smart phone.  Worked great for about 3 months.  Now the phone won't recognize the card & neither will my computer.  Just went unreadable one day.  Very disappointed in the reliability of this card.  Will contact Sandisk as it has a lifetime warranty.  Shall see if they'll stand behind their product.,1.0,0,bought sandisk ultra 32gb card use samsung smart phone worked great month phone will not_recognize card neither_will computer went unreadable one day disappointed reliability this card will contact sandisk has lifetime warranty shall see will stand behind product
My young kids all filled their tablets with games and needed some space.  These worked just fine.  I like SanDisk.  I would buy stock in their company but I am not a gambling man.  Good ratings on the transfer speed too might I add with it being a class 10.,5.0,2,young kid filled tablet game needed space worked fine like sandisk would buy stock company not_a gambling man good rating transfer speed might add being class
"It's a memory card. You take pics, the card stores them. If this is too complex a concept, ask someone for help...",3.0,1,memory card take pic card store this complex concept ask someone help ...
Sandisk quality has failed me. Moving on to another brand. I've had three of these memory cards fail on me in very short order.,2.0,0,sandisk quality has failed moving another brand have had three memory card fail short order
I use it to put my music videos and movies on. Works great with my tablet and there is no stalling on the movies or videos.,5.0,2,use put music video movie work great tablet no_stalling movie video
"Lasted about 8 months of daily use in my Android phone. But yesterday it stopped performing writes and then failed altogether. While it was working, reads were incredibly fast and writes were pretty good as well.",3.0,1,lasted month daily use android phone yesterday stopped performing writes failed altogether was working read were incredibly fast writes were pretty good well
"works as well as a SD card can i guess, but its not 64gb its (59.45GB) not like it really is all that big a deal but i just found it strange.",3.0,1,work well card can guess not_64gb 59.45gb not_like really big deal found strange
"I bought this for my Android phone and it kept stating ""media scanning"" over and over, even when the device was on or not even restarted. I thought it was the phone and was so annoyed. Then did a search and found that several others got a duds from this same batch off amazon. So not only did I pay for this, now I have a useless 32gb card that refuses to hold music on my phone, or anywhere else. I loaded a 4gb card in the same device and it only scans media when restarted and does not lag at all. The phone can hold up to 32 gb too. If you don't believe me, go onto the Sandisk message boards and look. It's a dud. So disappointing.",1.0,0,bought this android phone kept stating medium scanning even device was not_even restarted thought was phone was annoyed did search found several others got dud this same batch amazon not_only did pay this have useless 32gb card refuse hold music phone anywhere else loaded 4gb card same device scan medium restarted does not_lag phone can hold not_believe onto sandisk message board look dud disappointing
"I got this for my brand new Nokia Lumia 810, but there is some kind of problem, the card is horribly slow, I can't record HD video to it, it studders.  I've tried reformatting several times to no avail.  I didn't have any of these problems with my old 32gb class 4 sandisk card...  There are other people having this problem as well, seems hit or miss.  I can't recommend this card at this time for this reason.EDIT:  I've contacted SanDisk and they are RMAing the card.  I'll improve the rating if the new card corrects the problem.EDIT: Got the new card, problem still exists...EDIT: I've suffered with this card for a year now, the only problem is that I cannot take video without studders, so I figured maybe software updates would eventually fix the problem.  They have not.  I have used multiple different camera apps, and the problem still persists.",1.0,0,got this brand new nokia lumia 810 kind problem card horribly slow can not record video studders have tried reformatting several time no_avail did not_have problem old 32gb class sandisk card ... are people this problem well seems hit miss can not recommend this card this time this reason.edit have contacted sandisk are rmaing card will improve rating new card corrects problem.edit got new card problem still exists ... edit have suffered this card year problem can not take video without studders figured maybe software update would eventually fix problem have not have used multiple different camera apps problem still persists
"Its a good Micro card, self explanatory, I haven't had any issues with it. Works for just about putting anything on it.",4.0,2,good micro card self explanatory have not_had issue work putting anything
I bought a new phone and got this chip because it was the largest the phone would accept.  I keep a lot of pictures on it.  100% satisfied.,5.0,2,bought new phone got this chip because was largest phone would accept keep lot picture 100 satisfied
First of all Amazon has shipped the mobile version of this card. It is different that what was listed on the page. There goes a star for incorrect shipping. And the item has stopped working after a week in my Surface tablet.,2.0,0,first amazon has shipped mobile version this card different was listed page star incorrect shipping item has stopped working week surface tablet
Used it for my Samsung Galaxy Tab 2 10.1 tablet.  Stopped working after about 10 months without warnings.  My tablet now recognizes as blank or un-formatted card; my computers won't even recognize it at all!  I am still trying to recover some priceless photos of my kids since my last backup of the card...,2.0,0,used samsung galaxy tab 10.1 tablet stopped working month without warning tablet recognizes blank unformatted card computer will not_even recognize still trying recover priceless photo kid since last backup card ...
"failed in one month.  Sandisk very promptly replaced, great customer service, and the new card seems to work ok.  I have read that there are some problems with the galaxy s3 so it may not have been the memory module's fault it failed.",3.0,1,failed one month sandisk promptly replaced great customer service new card seems work ok. have read are problem galaxy may not_have been memory module fault failed
"I got my memory card here instead of on the gopro site and saved some money. Its the same card and it works awesome. This card is about 7 hours of 720 @30 frames per second, or about 4 hours of 720@60 frames or 1080 @30 frames. In a gopro, you will be burning through batteries way before you could ever fill these cards. I prefer more, smaller cards. If a card dies, it is less of a catastrophe and you also dont pay that premium for the larger cards. However, If I do a LONG time lapse with a battery source, having a large card is nice to have.",5.0,2,got memory card instead gopro site saved money same card work awesome this card hour 720 frame per second hour 72060 frame 1080 frame gopro will burning battery way before could ever fill card prefer smaller card card less catastrophe also not_pay premium larger card however long time lapse battery source large card nice have
